,team_name,opponent_name,conference,home,away,neutral,offensive_efficiency,adjusted_offensive_efficiency
1224,North Carolina Central Eagles,Cincinnati Bearcats,MEAC,0,1,0,0.99777,1.21101897137669
1225,Cincinnati Bearcats,North Carolina Central Eagles,American,1,0,0,1.27085,1.270119442039419
1226,Hofstra Pride,South Florida Bulls,CAA,0,1,0,1.08314,1.0575058818415517
1227,South Florida Bulls,Hofstra Pride,American,1,0,0,1.11182,1.0539722609705786
1228,Houston Cougars,Harvard Crimson,American,0,1,0,1.01776,1.09894997807921
1229,Harvard Crimson,Houston Cougars,Ivy,1,0,0,1.3371,1.297734942176279
1230,Saint Peter's Peacocks,Rutgers Scarlet Knights,MAAC,0,1,0,1.18689,1.2321837190244151
1231,Rutgers Scarlet Knights,Saint Peter's Peacocks,Big Ten,1,0,0,0.84114,0.7407302332509332
1232,Hartford Hawks,Quinnipiac Bobcats,AM. EAST,0,1,0,0.91672,0.9962179624782065
1233,Quinnipiac Bobcats,Hartford Hawks,MAAC,1,0,0,0.81482,0.7737516946102536
1234,Northern Iowa Panthers,Virginia Tech Hokies,MVC,0,0,1,1.29323,1.2652742763853428
1235,Virginia Tech Hokies,Northern Iowa Panthers,ACC,0,0,1,0.97792,0.9586454928989766
1236,Howard Bison,UMBC Retrievers,MEAC,0,1,0,1.07519,1.0724846978007163
1237,UMBC Retrievers,Howard Bison,AM. EAST,1,0,0,0.84459,0.901238047079276
1238,Kansas State Wildcats,Arizona Wildcats,Big 12,0,0,1,1.11443,1.203515465901981
1239,Arizona Wildcats,Kansas State Wildcats,Pac-12,0,0,1,1.22309,1.2394835791534584
1240,VCU Rams,Oregon Ducks,A-10,0,0,1,1.04765,1.0654661820665463
1241,Oregon Ducks,VCU Rams,Pac-12,0,0,1,0.86668,0.8942549441871027
1242,Central Arkansas Bears,Charleston Southern Buccaneers,Southland,0,1,0,0.95344,0.9096268746268084
1243,Charleston Southern Buccaneers,Central Arkansas Bears,Big South,1,0,0,1.12309,0.9657961310122357
1244,Akron Zips,Penn State Nittany Lions,MAC,0,0,1,1.09521,1.161413527378497
1245,Penn State Nittany Lions,Akron Zips,Big Ten,0,0,1,1.18717,1.149722564781403
1246,Binghamton Bearcats,Army Black Knights,AM. EAST,0,1,0,0.85486,0.8874742612040374
1247,Army Black Knights,Binghamton Bearcats,Patriot,1,0,0,1.22261,1.1525324475722747
1248,Norfolk State Spartans,Vanderbilt Commodores,MEAC,0,1,0,0.89974,1.0236006644751385
1249,Vanderbilt Commodores,Norfolk State Spartans,SEC,1,0,0,1.1138,0.9759705715205433
1250,Jacksonville State Gamecocks,Alabama A&M Bulldogs,OVC,0,1,0,1.01796,0.9067019099494933
1251,Alabama A&M Bulldogs,Jacksonville State Gamecocks,SWAC,1,0,0,0.90618,0.9177169588230877
1252,Troy Trojans,Southern Miss Golden Eagles,Sun Belt,0,1,0,1.16929,1.1150284827327759
1253,Southern Miss Golden Eagles,Troy Trojans,CUSA,1,0,0,1.24008,1.173917324031567
1254,North Carolina A&T Aggies,Saint Louis Billikens,MEAC,0,1,0,0.87508,0.9192931620882676
1255,Saint Louis Billikens,North Carolina A&T Aggies,A-10,1,0,0,0.95828,0.8204395879241181
1256,Southern Jaguars,Tulane Green Wave,SWAC,0,1,0,0.9038,1.0221298793093672
1257,Tulane Green Wave,Southern Jaguars,American,1,0,0,1.0968,1.0550382825894677
1258,Eastern Illinois Panthers,Creighton Bluejays,OVC,0,1,0,1.00088,1.012611263404665
1259,Creighton Bluejays,Eastern Illinois Panthers,Big East,1,0,0,1.39509,1.2560425393866803
1260,Omaha Mavericks,Nebraska Cornhuskers,Summit,0,1,0,0.89845,1.0206846233967337
1261,Nebraska Cornhuskers,Omaha Mavericks,Big Ten,1,0,0,1.10171,0.9620225456113138
1262,Loyola Chicago Ramblers,UTSA Roadrunners,MVC,0,1,0,1.23428,1.1603913896553713
1263,UTSA Roadrunners,Loyola Chicago Ramblers,CUSA,1,0,0,0.97464,0.980527198463513
1264,Texas A&M-Corpus Christi Islanders,Bradley Braves,Southland,0,1,0,0.7385,0.7856085651987365
1265,Bradley Braves,Texas A&M-Corpus Christi Islanders,MVC,1,0,0,0.97915,0.8930141230497507
1266,Northwestern State Demons,Texas Tech Red Raiders,Southland,0,1,0,0.93423,1.0107964936475045
1267,Texas Tech Red Raiders,Northwestern State Demons,Big 12,1,0,0,1.13951,0.8897708728825805
1268,Northern Arizona Lumberjacks,Middle Tennessee Blue Raiders,Big Sky,0,1,0,0.9402,0.9834455397126545
1269,Middle Tennessee Blue Raiders,Northern Arizona Lumberjacks,CUSA,1,0,0,1.1578,1.12659079551449
1270,Lamar Cardinals,Arkansas State Red Wolves,Southland,0,1,0,1.05034,1.0580937193282107
1271,Arkansas State Red Wolves,Lamar Cardinals,Sun Belt,1,0,0,1.00694,0.9296326667518775
1272,IU Indianapolis Jaguars,Drake Bulldogs,Summit,0,1,0,0.99713,0.9047442670644094
1273,Drake Bulldogs,IU Indianapolis Jaguars,MVC,1,0,0,1.20855,1.170084594286241
1274,Louisiana Ragin' Cajuns,Oral Roberts Golden Eagles,Sun Belt,0,0,1,1.06464,1.0336178264804057
1275,Oral Roberts Golden Eagles,Louisiana Ragin' Cajuns,Summit,0,0,1,0.75483,0.80409846134635
1276,San Francisco Dons,Florida Gulf Coast Eagles,WCC,0,0,1,0.73247,0.7038254280122218
1277,Florida Gulf Coast Eagles,San Francisco Dons,ASUN,0,0,1,0.9242,0.9855711602757156
1278,Air Force Falcons,Colorado Buffaloes,Mountain West,0,1,0,0.86533,0.9104252957004502
1279,Colorado Buffaloes,Air Force Falcons,Pac-12,1,0,0,1.13225,0.9992246382102427
1280,Buffalo Bulls,Grand Canyon Lopes,MAC,0,1,0,1.21761,1.1013050711452521
1281,Grand Canyon Lopes,Buffalo Bulls,WAC,1,0,0,0.96956,1.0910348572963735
1282,Boise State Broncos,Idaho Vandals,Mountain West,1,0,0,1.33946,1.2239876800649543
1283,Idaho Vandals,Boise State Broncos,Big Sky,0,1,0,1.18156,1.2583937021723046
1284,Miami Hurricanes,Charlotte 49ers,ACC,0,1,0,1.25404,1.13441419830201
1285,Charlotte 49ers,Miami Hurricanes,CUSA,1,0,0,1.16159,1.2010196234581045
1286,Maryland Terrapins,Iowa State Cyclones,Big Ten,0,0,1,1.12613,1.1149239480994577
1287,Iowa State Cyclones,Maryland Terrapins,Big 12,0,0,1,0.99916,1.0199575731305106
1288,Villanova Wildcats,Michigan Wolverines,Big East,0,0,1,1.01264,0.9954840794468834
1289,Michigan Wolverines,Villanova Wildcats,Big Ten,0,0,1,0.92109,0.9861683359122546
1290,Northwestern Wildcats,Miami (OH) RedHawks,Big Ten,0,0,1,0.95934,0.8351588331610911
1291,Miami (OH) RedHawks,Northwestern Wildcats,MAC,0,0,1,0.79543,0.7767580569741374
1292,Pittsburgh Panthers,San Diego State Aztecs,ACC,0,0,1,0.98173,1.022027436121856
1293,San Diego State Aztecs,Pittsburgh Panthers,Mountain West,0,0,1,1.29161,1.2799013233155714
1294,Cal State Fullerton Titans,USC Trojans,Big West,0,1,0,0.78574,0.8093995202182681
1295,USC Trojans,Cal State Fullerton Titans,Pac-12,1,0,0,0.86048,0.7134957841792695
1296,VMI Keydets,West Virginia Mountaineers,Southern,0,0,1,0.88863,0.9552615122304297
1297,West Virginia Mountaineers,VMI Keydets,Big 12,0,0,1,1.29767,1.1630330202439818
1298,Delaware Blue Hens,Stanford Cardinal,CAA,0,1,0,0.72509,0.755382416709088
1299,Stanford Cardinal,Delaware Blue Hens,Pac-12,1,0,0,1.2718,1.1133050288162174
1300,Marist Red Foxes,Fresno State Bulldogs,MAAC,0,0,1,1.16733,1.1523864239662047
1301,Fresno State Bulldogs,Marist Red Foxes,Mountain West,0,0,1,1.11632,1.0838239140733508
1302,North Carolina Tar Heels,Butler Bulldogs,ACC,0,0,1,0.90365,0.9722416573285705
1303,Butler Bulldogs,North Carolina Tar Heels,Big East,0,0,1,1.03108,1.0452221813058709
1304,Robert Morris Colonials,Chattanooga Mocs,NEC,0,1,0,0.73809,0.7956944448815986
1305,Chattanooga Mocs,Robert Morris Colonials,Southern,1,0,0,0.95351,0.8484158223258808
1306,Liberty Flames,Morgan State Bears,Big South,0,0,1,0.84114,0.780095860962137
1307,Morgan State Bears,Liberty Flames,MEAC,0,0,1,0.85465,0.8779447858217028
1308,Northeastern Huskies,Massachusetts Minutemen,CAA,0,1,0,0.74602,0.7615916772148771
1309,Massachusetts Minutemen,Northeastern Huskies,A-10,1,0,0,1.08794,1.0701490687962991
1310,Sacred Heart Pioneers,James Madison Dukes,NEC,0,1,0,1.03993,1.0562468866846468
1311,James Madison Dukes,Sacred Heart Pioneers,CAA,1,0,0,1.13474,1.0523092726144694
1312,Samford Bulldogs,Kennesaw State Owls,Southern,0,1,0,0.9635,0.822999086925112
1313,Kennesaw State Owls,Samford Bulldogs,ASUN,1,0,0,1.14111,1.0783080527834383
1314,American University Eagles,Hampton Pirates,Patriot,0,1,0,1.18878,1.206925274692907
1315,Hampton Pirates,American University Eagles,MEAC,1,0,0,1.09726,1.1626660874374843
1316,Hawai'i Rainbow Warriors,East Carolina Pirates,Big West,0,0,1,1.23303,1.1916602832520473
1317,East Carolina Pirates,Hawai'i Rainbow Warriors,American,0,0,1,1.17131,1.1998946359921472
1318,Denver Pioneers,Belmont Bruins,Summit,0,1,0,0.87111,0.8630050619120094
1319,Belmont Bruins,Denver Pioneers,OVC,1,0,0,1.19345,1.1402131061292353
1320,UL Monroe Warhawks,Coastal Carolina Chanticleers,Sun Belt,0,0,1,0.89158,0.9147061198523811
1321,Coastal Carolina Chanticleers,UL Monroe Warhawks,Big South,0,0,1,1.08433,1.1538183772066988
1322,Oklahoma Sooners,UCLA Bruins,Big 12,0,0,1,1.06728,1.032981952293899
1323,UCLA Bruins,Oklahoma Sooners,Pac-12,0,0,1,0.92447,1.0237012762757236
1324,North Florida Ospreys,Elon Phoenix,ASUN,0,0,1,1.1194,1.1482475945517663
1325,Elon Phoenix,North Florida Ospreys,CAA,0,0,1,0.97619,0.95660458899924
1326,Oral Roberts Golden Eagles,Milwaukee Panthers,Summit,0,0,1,1.25131,1.239185889303167
1327,Milwaukee Panthers,Oral Roberts Golden Eagles,Horizon,0,0,1,1.21039,1.1549625884091836
1328,Chicago State Cougars,Western Carolina Catamounts,WAC,0,0,1,0.94331,1.0160741698218538
1329,Western Carolina Catamounts,Chicago State Cougars,Southern,0,0,1,1.06358,0.9837884221258014
1330,San Francisco Dons,Evansville Purple Aces,WCC,0,0,1,1.09329,1.0680261411201817
1331,Evansville Purple Aces,San Francisco Dons,MVC,0,0,1,1.18781,1.1980684576000151
1332,Purdue Boilermakers,BYU Cougars,Big Ten,0,0,1,1.13508,1.0597140414746753
1333,BYU Cougars,Purdue Boilermakers,WCC,0,0,1,1.1638,1.194905266431877
1334,Furman Paladins,Duke Blue Devils,Southern,0,1,0,0.86167,0.9507671095502764
1335,Duke Blue Devils,Furman Paladins,ACC,1,0,0,1.50427,1.2932186967867731
1336,Miami (OH) RedHawks,Virginia Tech Hokies,MAC,0,0,1,0.90243,0.8609293797797389
1337,Virginia Tech Hokies,Miami (OH) RedHawks,ACC,0,0,1,1.11976,0.9943710846979382
1338,Georgia State Panthers,Oakland Golden Grizzlies,Sun Belt,0,0,1,1.45651,1.4057948307806496
1339,Oakland Golden Grizzlies,Georgia State Panthers,Horizon,0,0,1,1.31218,1.370674176342448
1340,Bryant Bulldogs,Vermont Catamounts,NEC,0,1,0,0.72424,0.8280732618730742
1341,Vermont Catamounts,Bryant Bulldogs,AM. EAST,1,0,0,1.15495,1.096368655033992
1342,UAB Blazers,Wisconsin Badgers,CUSA,0,0,1,0.71644,0.8474943649834515
1343,Wisconsin Badgers,UAB Blazers,Big Ten,0,0,1,1.19655,1.159101780701653
1344,Kansas City Roos,Youngstown State Penguins,WAC,0,1,0,0.93006,0.9398274350157693
1345,Youngstown State Penguins,Kansas City Roos,Horizon,1,0,0,1.02064,0.9173515375856056
1346,Campbell Fighting Camels,Ohio State Buckeyes,Big South,0,1,0,1.0269,1.1690741365078376
1347,Ohio State Buckeyes,Campbell Fighting Camels,Big Ten,1,0,0,1.47284,1.2839070957445466
1348,Longwood Lancers,George Washington Revolutionaries,Big South,0,1,0,0.92456,1.0178220746238777
1349,George Washington Revolutionaries,Longwood Lancers,A-10,1,0,0,1.2612,1.1117858909896092
1350,Richmond Spiders,NC State Wolfpack,A-10,0,1,0,1.1785,1.224739034943778
1351,NC State Wolfpack,Richmond Spiders,ACC,1,0,0,1.39598,1.3520880940895241
1352,St. John's Red Storm,Minnesota Golden Gophers,Big East,0,0,1,0.98165,0.9461739683927449
1353,Minnesota Golden Gophers,St. John's Red Storm,Big Ten,0,0,1,0.81422,0.8103450973313829
1354,Cleveland State Vikings,Louisville Cardinals,Horizon,0,1,0,0.58741,0.7562668658673446
1355,Louisville Cardinals,Cleveland State Vikings,ACC,1,0,0,0.83053,0.7187217007644748
1356,Grambling Tigers,Notre Dame Fighting Irish,SWAC,0,0,1,1.01169,1.1754262267914082
1357,Notre Dame Fighting Irish,Grambling Tigers,ACC,0,0,1,1.48234,1.2249218564940174
1358,Mount St. Mary's Mountaineers,Wake Forest Demon Deacons,NEC,0,1,0,0.80967,0.8959465143549767
1359,Wake Forest Demon Deacons,Mount St. Mary's Mountaineers,ACC,1,0,0,1.37235,1.2496214457943084
1360,Lafayette Leopards,Yale Bulldogs,Patriot,0,1,0,0.89337,0.9857203248992568
1361,Yale Bulldogs,Lafayette Leopards,Ivy,1,0,0,1.25391,1.1137685526820837
1362,UAlbany Great Danes,Colgate Raiders,AM. EAST,0,1,0,1.32415,1.3352235048056846
1363,Colgate Raiders,UAlbany Great Danes,Patriot,1,0,0,1.21084,1.1765427993132431
1364,Delaware State Hornets,Iona Gaels,MEAC,0,1,0,0.92011,0.9725169387337945
1365,Iona Gaels,Delaware State Hornets,MAAC,1,0,0,1.49692,1.4148654978123356
1366,Davidson Wildcats,UCF Knights,A-10,0,1,0,1.35041,1.2518214204173224
1367,UCF Knights,Davidson Wildcats,American,1,0,0,0.95782,0.9200296456411416
1368,Mississippi Valley State Delta Devils,North Texas Mean Green,SWAC,0,1,0,0.7461,0.8732768972777687
1369,North Texas Mean Green,Mississippi Valley State Delta Devils,CUSA,1,0,0,0.97203,0.7847527671951584
1370,Canisius Golden Griffins,Cornell Big Red,MAAC,0,1,0,0.90006,0.920885601391909
1371,Cornell Big Red,Canisius Golden Griffins,Ivy,1,0,0,0.98799,1.0095648588808779
1372,Morehead State Eagles,Marshall Thundering Herd,OVC,0,1,0,1.14062,1.1432690316794143
1373,Marshall Thundering Herd,Morehead State Eagles,CUSA,1,0,0,0.97782,0.9757754624544432
1374,Tennessee Tech Golden Eagles,SE Louisiana Lions,OVC,0,1,0,0.97115,0.9652694916659412
1375,SE Louisiana Lions,Tennessee Tech Golden Eagles,Southland,1,0,0,1.28564,1.2111981063887391
1376,UNC Asheville Bulldogs,South Carolina Gamecocks,Big South,0,1,0,0.99143,1.125654137079389
1377,South Carolina Gamecocks,UNC Asheville Bulldogs,SEC,1,0,0,1.16702,1.027591250398388
1378,UT Rio Grande Valley Vaqueros,Utah Utes,WAC,0,1,0,0.80489,1.0575670960461543
1379,Utah Utes,UT Rio Grande Valley Vaqueros,Pac-12,1,0,0,1.38433,1.2069658550481466
1380,UC Riverside Highlanders,Loyola Marymount Lions,Big West,0,1,0,0.86852,0.7968919472946955
1381,Loyola Marymount Lions,UC Riverside Highlanders,WCC,1,0,0,0.96559,0.8745102392439386
1382,Lehigh Mountain Hawks,DePaul Blue Demons,Patriot,0,0,1,1.27539,1.2855061839980695
1383,DePaul Blue Demons,Lehigh Mountain Hawks,Big East,0,0,1,1.11007,1.041193625813312
1384,Texas Southern Tigers,SMU Mustangs,SWAC,0,1,0,0.92614,1.1244492628422014
1385,SMU Mustangs,Texas Southern Tigers,American,1,0,0,1.12208,1.0104039211090647
1386,Radford Highlanders,TCU Horned Frogs,Big South,0,1,0,0.86117,0.9605236820308599
1387,TCU Horned Frogs,Radford Highlanders,Big 12,1,0,0,1.20443,1.0564684827700372
1388,Kansas State Wildcats,Pittsburgh Panthers,Big 12,0,0,1,0.89865,0.806511926664184
1389,Pittsburgh Panthers,Kansas State Wildcats,ACC,0,0,1,1.27566,1.256018957809662
1390,Florida Gulf Coast Eagles,Green Bay Phoenix,ASUN,0,0,1,0.76945,0.8945013194507245
1391,Green Bay Phoenix,Florida Gulf Coast Eagles,Horizon,0,0,1,0.99576,1.013357125204786
1392,Auburn Tigers,Oregon State Beavers,SEC,0,0,1,1.11922,1.1603749856892136
1393,Oregon State Beavers,Auburn Tigers,Pac-12,0,0,1,1.11469,1.0754118229361478
1394,Northern Illinois Huskies,Iowa Hawkeyes,MAC,0,0,1,0.84674,0.9212748276930748
1395,Iowa Hawkeyes,Northern Illinois Huskies,Big Ten,0,0,1,1.18834,1.0992459037325113
1396,Stetson Hatters,Wyoming Cowboys,ASUN,0,1,0,0.74146,0.8324435109042704
1397,Wyoming Cowboys,Stetson Hatters,Mountain West,1,0,0,1.22041,1.061580772845666
1398,Florida A&M Rattlers,New Mexico State Aggies,MEAC,0,1,0,0.49935,0.6393577531641629
1399,New Mexico State Aggies,Florida A&M Rattlers,WAC,1,0,0,1.16806,1.1087488396179563
1400,Eastern Kentucky Colonels,Southern Utah Thunderbirds,OVC,0,1,0,1.0692,0.974345138066262
1401,Southern Utah Thunderbirds,Eastern Kentucky Colonels,Big Sky,1,0,0,0.91575,0.9210534604335925
1402,Utah Valley Wolverines,Idaho State Bengals,WAC,0,1,0,1.10424,1.1595581149276242
1403,Idaho State Bengals,Utah Valley Wolverines,Big Sky,1,0,0,1.07408,0.9900602089229448
1404,Northern Kentucky Norse,Eastern Washington Eagles,ASUN,0,1,0,0.91535,0.893208050676378
1405,Eastern Washington Eagles,Northern Kentucky Norse,Big Sky,1,0,0,1.27147,1.1538995525171
1406,Northwestern Wildcats,Northern Iowa Panthers,Big Ten,0,0,1,0.80246,0.7843932413621294
1407,Northern Iowa Panthers,Northwestern Wildcats,MVC,0,0,1,1.15699,1.1518629535797411
1408,Georgetown Hoyas,Florida Gators,Big East,0,0,1,1.00102,1.0574425551146391
1409,Florida Gators,Georgetown Hoyas,SEC,0,0,1,0.96231,0.9776788283386229
1410,Cal Poly Mustangs,California Golden Bears,Big West,0,1,0,0.86418,0.9296180530057591
1411,California Golden Bears,Cal Poly Mustangs,Pac-12,1,0,0,1.21359,1.1455384076087456
1412,Georgia Bulldogs,Gonzaga Bulldogs,SEC,0,0,1,1.14073,1.1864066480116402
1413,Gonzaga Bulldogs,Georgia Bulldogs,WCC,0,0,1,1.32085,1.3754767338195932
1414,Utah State Aggies,UC Davis Aggies,Mountain West,0,1,0,1.11493,1.075004885866358
1415,UC Davis Aggies,Utah State Aggies,Big West,1,0,0,1.19643,1.1650665087194458
1416,Arizona Wildcats,San Diego State Aztecs,Pac-12,0,0,1,1.04923,1.1255620574656524
1417,San Diego State Aztecs,Arizona Wildcats,Mountain West,0,0,1,0.99835,1.1678648625533685
1418,Alabama State Hornets,North Dakota Fighting Hawks,SWAC,0,0,1,1.01306,1.0508775934677888
1419,North Dakota Fighting Hawks,Alabama State Hornets,Big Sky,0,0,1,1.15433,1.1268200969867246
1420,Portland State Vikings,Cal State Northridge Matadors,Big Sky,0,1,0,0.98065,0.9302637303394053
1421,Cal State Northridge Matadors,Portland State Vikings,Big West,1,0,0,0.82553,0.7369342774334537
1422,Tulsa Golden Hurricane,Oklahoma State Cowboys,American,0,0,1,0.9446,1.0335050853321264
1423,Oklahoma State Cowboys,Tulsa Golden Hurricane,Big 12,0,0,1,1.18741,1.1937237069261222
1424,Missouri State Bears,Colorado State Rams,MVC,0,0,1,0.98729,1.0230198373113182
1425,Colorado State Rams,Missouri State Bears,Mountain West,0,0,1,1.24633,1.2060102080542983
1426,Robert Morris Colonials,UL Monroe Warhawks,NEC,0,0,1,1.25779,1.3581928751712204
1427,UL Monroe Warhawks,Robert Morris Colonials,Sun Belt,0,0,1,0.91972,0.905254177483584
1428,Butler Bulldogs,Oklahoma Sooners,Big East,0,0,1,0.73447,0.8019565085721269
1429,Oklahoma Sooners,Butler Bulldogs,Big 12,0,0,1,0.95019,1.025714172828976
1430,Santa Clara Broncos,Tennessee Volunteers,WCC,0,0,1,1.04607,1.023976391010317
1431,Tennessee Volunteers,Santa Clara Broncos,SEC,0,0,1,1.12765,1.0253620528777014
1432,Coastal Carolina Chanticleers,Chattanooga Mocs,Big South,0,1,0,1.06066,1.0873499469170769
1433,Princeton Tigers,UTEP Miners,Ivy,0,0,1,1.01485,1.0872688442934058
1434,UTEP Miners,Princeton Tigers,CUSA,0,0,1,1.15741,1.1215662362103418
1435,Brown Bears,Austin Peay Governors,Ivy,0,0,1,0.79079,0.7589508644441616
1436,Austin Peay Governors,Brown Bears,OVC,0,0,1,1.09957,1.0729991608559761
1437,Kansas Jayhawks,Rhode Island Rams,Big 12,0,0,1,1.27688,1.3034357310079168
1438,Rhode Island Rams,Kansas Jayhawks,A-10,0,0,1,1.01527,1.1250785451580854
1439,Georgetown Hoyas,Wisconsin Badgers,Big East,0,0,1,1.15307,1.1938509145213962
1440,Wisconsin Badgers,Georgetown Hoyas,Big Ten,0,0,1,1.20301,1.2016333799186059
1441,Florida International Panthers,South Carolina Upstate Spartans,CUSA,0,1,0,0.85041,0.8347292898117336
1442,South Carolina Upstate Spartans,Florida International Panthers,ASUN,1,0,0,1.11866,1.1175238851761333
1443,San Diego Toreros,Xavier Musketeers,WCC,0,0,1,1.15057,1.1672325183783925
1444,Xavier Musketeers,San Diego Toreros,Big East,0,0,1,1.39479,1.3726888228050602
1445,Indiana State Sycamores,Illinois Fighting Illini,MVC,0,0,1,0.83055,0.9163862782187355
1446,Illinois Fighting Illini,Indiana State Sycamores,Big Ten,0,0,1,1.17041,1.0922856721252392
1447,Cal State Fullerton Titans,Wright State Raiders,Big West,0,0,1,1.0652,1.0529587760905523
1448,Wright State Raiders,Cal State Fullerton Titans,Horizon,0,0,1,0.96856,0.9007129591530114
1449,Western Kentucky Hilltoppers,Saint Joseph's Hawks,CUSA,0,0,1,1.03698,1.0885386726910404
1450,Saint Joseph's Hawks,Western Kentucky Hilltoppers,A-10,0,0,1,0.98176,0.9769209728650495
1451,Michigan State Spartans,Rider Broncs,Big Ten,0,0,1,1.20433,1.1409851228058645
1452,Rider Broncs,Michigan State Spartans,MAAC,0,0,1,0.72833,0.8801108784265262
1453,North Carolina Tar Heels,UCLA Bruins,ACC,0,0,1,1.10755,1.0663194367934934
1454,UCLA Bruins,North Carolina Tar Heels,Pac-12,0,0,1,0.80438,0.8502669490094676
1455,Long Beach State Beach,Western Michigan Broncos,Big West,0,0,1,1.04395,1.0213878926344195
1456,Western Michigan Broncos,Long Beach State Beach,MAC,0,0,1,0.74911,0.7423525028945751
1457,Marquette Golden Eagles,Georgia Tech Yellow Jackets,Big East,0,0,1,1.15243,1.1544599836753053
1458,Georgia Tech Yellow Jackets,Marquette Golden Eagles,ACC,0,0,1,1.09091,1.0730916145495306
1459,Florida Gators,UAB Blazers,SEC,0,0,1,1.03944,1.0187372291216699
1460,UAB Blazers,Florida Gators,CUSA,0,0,1,0.81489,0.9615860055766945
1461,Prairie View A&M Panthers,Stephen F. Austin Lumberjacks,SWAC,0,0,1,0.8278,0.9820897539871395
1462,Stephen F. Austin Lumberjacks,Prairie View A&M Panthers,Southland,0,0,1,0.99116,0.9959368078000297
1463,Rice Owls,Mercer Bears,CUSA,0,0,1,1.08955,1.0788022164546722
1464,Mercer Bears,Rice Owls,Southern,0,0,1,1.19074,1.147119937083067
1465,San José State Spartans,Washington Huskies,Mountain West,0,0,1,0.81745,0.850496163670717
1466,Washington Huskies,San José State Spartans,Pac-12,0,0,1,1.10997,0.9772683839093769
1467,Washington State Cougars,UC Santa Barbara Gauchos,Pac-12,0,0,1,0.72338,0.6818167854745377
