,team_name,opponent_name,conference,home,away,neutral,offensive_efficiency,adjusted_offensive_efficiency
8503,UCLA Bruins,Arizona State Sun Devils,Pac-12,0,1,0,1.08097,1.0795214505584159
8504,Arizona State Sun Devils,UCLA Bruins,Pac-12,1,0,0,1.09921,1.0608359077426825
8505,Providence Friars,DePaul Blue Demons,Big East,0,0,1,1.24078,1.1460873986523534
8506,DePaul Blue Demons,Providence Friars,Big East,0,0,1,0.87316,0.8850185882253269
8507,Boston College Eagles,Florida State Seminoles,ACC,0,1,0,0.99143,0.9483015947411632
8508,Florida State Seminoles,Boston College Eagles,ACC,1,0,0,1.13726,1.0338255384949344
8509,Illinois State Redbirds,Bradley Braves,MVC,0,1,0,1.06437,1.0664226219512802
8510,Bradley Braves,Illinois State Redbirds,MVC,1,0,0,0.85651,0.9004718892662081
8511,Utah State Aggies,San José State Spartans,Mountain West,0,1,0,1.19732,1.1159456747173735
8512,San José State Spartans,Utah State Aggies,Mountain West,1,0,0,0.83755,0.8030118946724176
8513,Colorado State Rams,Fresno State Bulldogs,Mountain West,0,1,0,1.21159,1.1770706542958345
8514,Fresno State Bulldogs,Colorado State Rams,Mountain West,1,0,0,1.07769,1.092047618352832
8515,Kansas City Roos,Seattle U Redhawks,WAC,0,1,0,1.06603,1.175276535700066
8516,Seattle U Redhawks,Kansas City Roos,WAC,1,0,0,1.31721,1.3353660684398576
8517,Colorado Buffaloes,Oregon Ducks,Pac-12,0,1,0,0.9175,0.9011861544477487
8518,Oregon Ducks,Colorado Buffaloes,Pac-12,1,0,0,1.14452,1.1051098544978464
8519,Boise State Broncos,UNLV Rebels,Mountain West,0,1,0,0.84572,0.8950240683531384
8520,UNLV Rebels,Boise State Broncos,Mountain West,1,0,0,0.73964,0.7715053991800401
8521,USC Trojans,Arizona Wildcats,Pac-12,0,1,0,0.86051,0.978697571745372
8522,Arizona Wildcats,USC Trojans,Pac-12,1,0,0,1.30508,1.2410594649686366
8523,Nebraska Cornhuskers,Maryland Terrapins,Big Ten,0,1,0,1.05662,1.0716928060932578
8524,Maryland Terrapins,Nebraska Cornhuskers,Big Ten,1,0,0,1.14087,1.1207835684559808
8525,Temple Owls,SMU Mustangs,American,0,1,0,0.94816,1.0332045192786095
8526,SMU Mustangs,Temple Owls,American,1,0,0,1.17258,1.2319298936238727
8527,Marshall Thundering Herd,Middle Tennessee Blue Raiders,CUSA,0,1,0,0.79102,0.8296767790654589
8528,Middle Tennessee Blue Raiders,Marshall Thundering Herd,CUSA,1,0,0,1.40935,1.3704056747984783
8529,Southern Miss Golden Eagles,Old Dominion Monarchs,CUSA,0,1,0,0.64594,0.7370794691583293
8530,Old Dominion Monarchs,Southern Miss Golden Eagles,CUSA,1,0,0,1.08155,0.9822747524462703
8531,Saint Joseph's Hawks,Dayton Flyers,A-10,0,1,0,1.09004,1.1551285358520802
8532,Dayton Flyers,Saint Joseph's Hawks,A-10,1,0,0,1.18292,1.1769018671567724
8533,Quinnipiac Bobcats,Rider Broncs,MAAC,0,1,0,1.14423,1.186615056164875
8534,Rider Broncs,Quinnipiac Bobcats,MAAC,1,0,0,1.34206,1.3396291293177445
8535,Niagara Purple Eagles,Fairfield Stags,MAAC,0,0,1,0.97302,0.985733789247978
8536,Fairfield Stags,Niagara Purple Eagles,MAAC,0,0,1,0.93447,0.8582682665469084
8537,Canisius Golden Griffins,Siena Saints,MAAC,0,0,1,1.14816,1.0672543797769427
8538,Siena Saints,Canisius Golden Griffins,MAAC,0,0,1,1.04233,1.1088466771237806
8539,UNC Wilmington Seahawks,Delaware Blue Hens,CAA,0,1,0,0.94203,0.8730571731600009
8540,Delaware Blue Hens,UNC Wilmington Seahawks,CAA,1,0,0,1.07929,1.0684060249678902
8541,Purdue Boilermakers,Indiana Hoosiers,Big Ten,0,1,0,1.12133,1.0173919507178923
8542,Indiana Hoosiers,Purdue Boilermakers,Big Ten,1,0,0,1.00899,0.9723729157700556
8543,Robert Morris Colonials,Sacred Heart Pioneers,NEC,0,1,0,1.09226,1.088681045333346
8544,Sacred Heart Pioneers,Robert Morris Colonials,NEC,1,0,0,1.17173,1.1557393807120657
8545,Long Island University Sharks,Mount St. Mary's Mountaineers,NEC,0,1,0,0.93935,0.9878518338061579
8546,Mount St. Mary's Mountaineers,Long Island University Sharks,NEC,1,0,0,1.16881,1.1520846296747813
8547,Fairleigh Dickinson Knights,St. Francis Brooklyn Terriers,NEC,0,1,0,0.8906,0.9244733982458184
8548,St. Francis Brooklyn Terriers,Fairleigh Dickinson Knights,NEC,1,0,0,1.10279,1.037830643061474
8549,Bryant Bulldogs,Wagner Seahawks,NEC,0,1,0,0.97601,0.9579268606036906
8550,Wagner Seahawks,Bryant Bulldogs,NEC,1,0,0,0.94301,0.8667925280632158
8551,North Texas Mean Green,Florida Atlantic Owls,CUSA,0,1,0,1.43166,1.3912313714544997
8552,Florida Atlantic Owls,North Texas Mean Green,CUSA,1,0,0,1.21281,1.197933874208233
8553,Louisiana Tech Bulldogs,Charlotte 49ers,CUSA,0,1,0,1.13047,1.1054075024042649
8554,Charlotte 49ers,Louisiana Tech Bulldogs,CUSA,1,0,0,1.08728,1.1216711119808591
8555,Campbell Fighting Camels,Coastal Carolina Chanticleers,Big South,0,1,0,0.98043,1.004294975510948
8556,Coastal Carolina Chanticleers,Campbell Fighting Camels,Big South,1,0,0,1.40438,1.3213770869341142
8557,UNC Greensboro Spartans,Wofford Terriers,Southern,0,1,0,0.99789,1.0307772368397095
8558,Wofford Terriers,UNC Greensboro Spartans,Southern,1,0,0,1.25797,1.1457763250280604
8559,The Citadel Bulldogs,Furman Paladins,Southern,0,1,0,1.0161,0.8871755264124376
8560,Furman Paladins,The Citadel Bulldogs,Southern,1,0,0,0.91089,0.652084360528205
8561,Mercer Bears,Chattanooga Mocs,Southern,0,1,0,1.00668,0.9751808864954138
8562,Chattanooga Mocs,Mercer Bears,Southern,1,0,0,1.21506,1.1255194411888674
8563,Kennesaw State Owls,Florida Gulf Coast Eagles,ASUN,0,1,0,1.09021,1.1524821626732271
8564,Florida Gulf Coast Eagles,Kennesaw State Owls,ASUN,1,0,0,1.10467,1.0087109406908201
8565,South Carolina Upstate Spartans,Stetson Hatters,ASUN,0,1,0,1.17493,1.0885856944798529
8566,Stetson Hatters,South Carolina Upstate Spartans,ASUN,1,0,0,0.83457,0.8178165187062442
8567,Lipscomb Bisons,North Florida Ospreys,ASUN,0,1,0,1.1502,1.1649046570976398
8568,North Florida Ospreys,Lipscomb Bisons,ASUN,1,0,0,1.40317,1.3275594063024398
8569,Northern Kentucky Norse,Jacksonville Dolphins,ASUN,0,1,0,1.08809,0.9839421117939997
8570,Jacksonville Dolphins,Northern Kentucky Norse,ASUN,1,0,0,1.19286,1.1028061711590222
8571,UCF Knights,Tulane Green Wave,American,0,1,0,1.26008,1.2651451357457755
8572,Tulane Green Wave,UCF Knights,American,1,0,0,0.97568,0.8639220542737126
8573,Monmouth Hawks,Saint Peter's Peacocks,MAAC,0,1,0,1.05439,1.0928883170045507
8574,Saint Peter's Peacocks,Monmouth Hawks,MAAC,1,0,0,0.96946,0.9741779468807164
8575,South Alabama Jaguars,Georgia State Panthers,Sun Belt,0,1,0,0.80934,0.89223941441367
8576,Georgia State Panthers,South Alabama Jaguars,Sun Belt,1,0,0,1.21374,1.1390347696807477
8577,Troy Trojans,Georgia Southern Eagles,Sun Belt,0,1,0,1.07816,1.1429611110561175
8578,Georgia Southern Eagles,Troy Trojans,Sun Belt,1,0,0,1.02124,0.9669129039234654
8579,Milwaukee Panthers,UIC Flames,Horizon,0,1,0,1.22936,1.169294883479407
8580,UIC Flames,Milwaukee Panthers,Horizon,1,0,0,1.08057,1.0069107318221926
8581,UT Martin Skyhawks,Eastern Illinois Panthers,OVC,0,1,0,1.2658,1.2586193467296718
8582,Eastern Illinois Panthers,UT Martin Skyhawks,OVC,1,0,0,1.2194,1.1597831066496118
8583,Southeast Missouri State Redhawks,SIU Edwardsville Cougars,OVC,0,1,0,1.05753,1.0522994419561824
8584,SIU Edwardsville Cougars,Southeast Missouri State Redhawks,OVC,1,0,0,1.15433,1.1137881461014405
8585,Eastern Kentucky Colonels,Belmont Bruins,OVC,0,1,0,0.97817,0.9626929194912945
8586,Belmont Bruins,Eastern Kentucky Colonels,OVC,1,0,0,1.09266,1.101789906272726
8587,Rutgers Scarlet Knights,Iowa Hawkeyes,Big Ten,0,0,1,0.71243,0.7261614920461597
8588,Iowa Hawkeyes,Rutgers Scarlet Knights,Big Ten,0,0,1,1.21089,1.150453785665405
8589,Western Kentucky Hilltoppers,UAB Blazers,CUSA,0,1,0,1.03104,1.086947336340755
8590,UAB Blazers,Western Kentucky Hilltoppers,CUSA,1,0,0,1.1658,1.1521814776101034
8591,Rice Owls,Florida International Panthers,CUSA,0,1,0,0.97875,0.9786866562816229
8592,Florida International Panthers,Rice Owls,CUSA,1,0,0,1.05717,1.0259864115596575
8593,Oral Roberts Golden Eagles,Omaha Mavericks,Summit,0,1,0,1.06858,1.071213600552067
8594,Omaha Mavericks,Oral Roberts Golden Eagles,Summit,1,0,0,1.0465,0.9862514451009438
8595,IU Indianapolis Jaguars,North Dakota State Bison,Summit,0,1,0,0.81433,0.8359848976076292
8596,North Dakota State Bison,IU Indianapolis Jaguars,Summit,1,0,0,0.98368,0.9800092665798678
8597,App State Mountaineers,UT Arlington Mavericks,Sun Belt,0,1,0,0.90303,0.9203184158302915
8598,UT Arlington Mavericks,App State Mountaineers,Sun Belt,1,0,0,1.08619,1.0260586168315244
8599,Texas State Bobcats,Louisiana Ragin' Cajuns,Sun Belt,0,1,0,0.69489,0.7402066923312047
8600,Louisiana Ragin' Cajuns,Texas State Bobcats,Sun Belt,1,0,0,1.07805,1.1334322466408517
8601,Idaho Vandals,Northern Arizona Lumberjacks,Big Sky,0,1,0,0.98873,0.9952877065562927
8602,Northern Arizona Lumberjacks,Idaho Vandals,Big Sky,1,0,0,1.1302,1.0265178326626117
8603,Ole Miss Rebels,Mississippi State Bulldogs,SEC,0,0,1,1.25694,1.2412397224452512
8604,Mississippi State Bulldogs,Ole Miss Rebels,SEC,0,0,1,1.13452,1.1245596332979435
8605,Arkansas State Red Wolves,Little Rock Trojans,Sun Belt,0,1,0,0.974,0.935796263497407
8606,Little Rock Trojans,Arkansas State Red Wolves,Sun Belt,1,0,0,1.20963,1.1699925289646287
8607,St. Francis (PA) Red Flash,Central Connecticut Blue Devils,NEC,0,1,0,0.8733,0.813367674639192
8608,Central Connecticut Blue Devils,St. Francis (PA) Red Flash,NEC,1,0,0,0.95582,0.9771174663365771
8609,UT Rio Grande Valley Vaqueros,Grand Canyon Lopes,WAC,0,1,0,0.92391,0.9490321638123674
8610,Grand Canyon Lopes,UT Rio Grande Valley Vaqueros,WAC,1,0,0,1.01133,1.0013694104815336
8611,Santa Clara Broncos,Pepperdine Waves,WCC,0,1,0,0.88522,0.902813214936665
8612,Pepperdine Waves,Santa Clara Broncos,WCC,1,0,0,1.03778,0.9201126543302915
8613,Purdue Fort Wayne Mastodons,Denver Pioneers,Summit,0,1,0,1.36719,1.3545033989445574
8614,Denver Pioneers,Purdue Fort Wayne Mastodons,Summit,1,0,0,1.02767,0.9720131513839886
8615,UConn Huskies,Memphis Tigers,American,0,1,0,1.15955,1.2463404627209265
8616,Memphis Tigers,UConn Huskies,American,1,0,0,1.13225,1.165375801993182
8617,Idaho State Bengals,Montana Grizzlies,Big Sky,0,1,0,1.25326,1.235525095759453
8618,Montana Grizzlies,Idaho State Bengals,Big Sky,1,0,0,1.4495,1.367353852505284
8619,Eastern Washington Eagles,Southern Utah Thunderbirds,Big Sky,0,1,0,1.12535,1.0266686922271286
8620,Southern Utah Thunderbirds,Eastern Washington Eagles,Big Sky,1,0,0,1.10346,1.0206232816398486
8621,New Mexico State Aggies,Utah Valley Wolverines,WAC,0,1,0,0.96521,1.018654471345285
8622,Utah Valley Wolverines,New Mexico State Aggies,WAC,1,0,0,0.72763,0.863315745162022
8623,Weber State Wildcats,Montana State Bobcats,Big Sky,0,1,0,1.13558,1.0728551097480832
8624,Montana State Bobcats,Weber State Wildcats,Big Sky,1,0,0,1.09276,1.0219756039746752
8625,UC Santa Barbara Gauchos,UC Riverside Highlanders,Big West,0,1,0,1.10437,1.1012529671069995
8626,UC Riverside Highlanders,UC Santa Barbara Gauchos,Big West,1,0,0,1.11111,1.0908705399349552
8627,UC Davis Aggies,Long Beach State Beach,Big West,0,1,0,1.02713,1.048897944983328
8628,Long Beach State Beach,UC Davis Aggies,Big West,1,0,0,0.90282,0.8328913495187786
8629,Cal Poly Mustangs,Cal State Fullerton Titans,Big West,0,1,0,1.23017,1.170865839428901
8630,Cal State Fullerton Titans,Cal Poly Mustangs,Big West,1,0,0,1.01315,0.9996003124637701
8631,Chicago State Cougars,Cal State Bakersfield Roadrunners,WAC,0,1,0,0.94528,1.0331904866908128
8632,Cal State Bakersfield Roadrunners,Chicago State Cougars,WAC,1,0,0,1.22549,1.2670097692773203
8633,San Diego Toreros,BYU Cougars,WCC,0,1,0,1.04301,1.0021882417418895
8634,BYU Cougars,San Diego Toreros,WCC,1,0,0,1.30469,1.2808727675006206
8635,Northern Colorado Bears,Sacramento State Hornets,Big Sky,0,1,0,0.98871,0.9063634378489998
8636,Sacramento State Hornets,Northern Colorado Bears,Big Sky,1,0,0,1.11318,0.9325462318584142
8637,North Dakota Fighting Hawks,Portland State Vikings,Big Sky,0,1,0,1.08378,1.0369779663786904
8638,Portland State Vikings,North Dakota Fighting Hawks,Big Sky,1,0,0,1.15229,1.0526433310454486
8639,Hawai'i Rainbow Warriors,UC Irvine Anteaters,Big West,0,1,0,0.99713,1.0545897792074141
8640,UC Irvine Anteaters,Hawai'i Rainbow Warriors,Big West,1,0,0,1.27239,1.2681595785827693
8641,Gonzaga Bulldogs,Pacific Tigers,WCC,0,1,0,1.43379,1.3095718675697263
8642,Pacific Tigers,Gonzaga Bulldogs,WCC,1,0,0,1.17937,1.2096672494642304
8643,Utah Utes,Oregon State Beavers,Pac-12,0,1,0,0.99997,1.05920641014984
8644,Oregon State Beavers,Utah Utes,Pac-12,1,0,0,0.81106,0.8631553902181601
8645,San Francisco Dons,Loyola Marymount Lions,WCC,0,1,0,1.21517,1.088757369826242
8646,Loyola Marymount Lions,San Francisco Dons,WCC,1,0,0,0.77814,0.7154162752201031
8647,Portland Pilots,Saint Mary's Gaels,WCC,0,1,0,0.90103,0.8831139906613558
8648,Saint Mary's Gaels,Portland Pilots,WCC,1,0,0,1.20383,1.110565148505361
8649,Cleveland State Vikings,Green Bay Phoenix,Horizon,0,0,1,1.03228,1.1126562819822834
8650,Green Bay Phoenix,Cleveland State Vikings,Horizon,0,0,1,0.94612,0.9494834970820131
8651,Hartford Hawks,UAlbany Great Danes,AM. EAST,0,1,0,1.15902,1.204490675309953
8652,UAlbany Great Danes,Hartford Hawks,AM. EAST,1,0,0,1.25286,1.2605423773761086
8653,Pennsylvania Quakers,Harvard Crimson,Ivy,0,1,0,0.89732,0.9835105588394862
8654,Harvard Crimson,Pennsylvania Quakers,Ivy,1,0,0,1.35511,1.283148590077599
8655,Princeton Tigers,Dartmouth Big Green,Ivy,0,1,0,1.11456,1.1253564509310794
8656,Dartmouth Big Green,Princeton Tigers,Ivy,1,0,0,0.94208,0.8736687956873473
8657,Cornell Big Red,Yale Bulldogs,Ivy,0,1,0,0.82698,0.9054056998872088
8658,Yale Bulldogs,Cornell Big Red,Ivy,1,0,0,1.04911,1.0249937831490061
8659,Columbia Lions,Brown Bears,Ivy,0,1,0,1.28019,1.2458146642412598
8660,Brown Bears,Columbia Lions,Ivy,1,0,0,0.99319,0.9375034658657021
8661,Iona Gaels,Marist Red Foxes,MAAC,0,1,0,1.05515,1.042229683743721
8662,Marist Red Foxes,Iona Gaels,MAAC,1,0,0,0.98544,0.9370244357766335
8663,Auburn Tigers,Kentucky Wildcats,SEC,0,1,0,0.98345,1.1699012577546541
8664,Kentucky Wildcats,Auburn Tigers,SEC,1,0,0,1.41252,1.3219822480809142
8665,Gonzaga Bulldogs,Saint Mary's Gaels,WCC,0,1,0,1.22838,1.210463990661356
8666,Saint Mary's Gaels,Gonzaga Bulldogs,WCC,1,0,0,1.04028,1.0705772494642305
8667,Clemson Tigers,Duke Blue Devils,ACC,0,1,0,0.89359,0.9337384303192192
8668,Duke Blue Devils,Clemson Tigers,ACC,1,0,0,1.19979,1.1765301627301448
8669,Minnesota Golden Gophers,Wisconsin Badgers,Big Ten,0,1,0,0.9447,0.9823988093443496
8670,Wisconsin Badgers,Minnesota Golden Gophers,Big Ten,1,0,0,1.12835,1.056613712821091
8671,Villanova Wildcats,Marquette Golden Eagles,Big East,0,1,0,1.35585,1.3423214681897304
8672,Marquette Golden Eagles,Villanova Wildcats,Big East,1,0,0,1.18159,1.216572290694694
8673,UCLA Bruins,Arizona Wildcats,Pac-12,0,1,0,0.83376,0.9519475717453719
8674,Arizona Wildcats,UCLA Bruins,Pac-12,1,0,0,0.98958,0.9512059077426828
8675,TCU Horned Frogs,Kansas Jayhawks,Big 12,0,1,0,1.04983,1.0964064116958971
8676,Kansas Jayhawks,TCU Horned Frogs,Big 12,1,0,0,1.20192,1.1678903074839382
8677,Notre Dame Fighting Irish,Boston College Eagles,ACC,0,1,0,1.52876,1.4585036888895415
8678,Boston College Eagles,Notre Dame Fighting Irish,ACC,1,0,0,1.19614,1.1232598996196177
8679,Bradley Braves,Northern Iowa Panthers,MVC,0,1,0,0.74187,0.7981514736146487
8680,Northern Iowa Panthers,Bradley Braves,MVC,1,0,0,1.05523,1.024104471556673
8681,Miami Hurricanes,Louisville Cardinals,ACC,0,1,0,0.91891,1.0057732199444134
8682,Louisville Cardinals,Miami Hurricanes,ACC,1,0,0,0.99881,0.9436763193558498
8683,Iowa State Cyclones,Texas Longhorns,Big 12,0,1,0,1.238,1.2550750038628533
8684,Texas Longhorns,Iowa State Cyclones,Big 12,1,0,0,1.09455,1.055890564742103
8685,Georgia Tech Yellow Jackets,North Carolina Tar Heels,ACC,0,1,0,0.9262,0.9360523276656713
8686,North Carolina Tar Heels,Georgia Tech Yellow Jackets,ACC,1,0,0,1.38702,1.3515819796404984
8687,Oklahoma Sooners,Texas Tech Red Raiders,Big 12,0,1,0,1.15904,1.1219270851847818
8688,Texas Tech Red Raiders,Oklahoma Sooners,Big 12,1,0,0,1.09358,1.1305310200377257
8689,Arkansas Razorbacks,Mississippi State Bulldogs,SEC,0,0,1,0.98643,0.9707297224452511
8690,Mississippi State Bulldogs,Arkansas Razorbacks,SEC,0,0,1,0.9177,0.9009217493844821
8691,Butler Bulldogs,Xavier Musketeers,Big East,0,1,0,0.83286,0.8180604232882249
8692,Xavier Musketeers,Butler Bulldogs,Big East,1,0,0,1.10141,1.1411133605741628
8693,Kansas State Wildcats,Baylor Bears,Big 12,0,1,0,0.76379,0.8013619873672487
8694,Baylor Bears,Kansas State Wildcats,Big 12,1,0,0,1.25043,1.2045433229154605
8695,West Virginia Mountaineers,Oklahoma State Cowboys,Big 12,0,1,0,1.30476,1.3104241676189405
8696,Oklahoma State Cowboys,West Virginia Mountaineers,Big 12,1,0,0,1.11456,1.1059971981051708
8697,Massachusetts Minutemen,VCU Rams,A-10,0,1,0,1.01626,1.0779649718059001
8698,VCU Rams,Massachusetts Minutemen,A-10,1,0,0,1.11853,1.0787095604898913
8699,South Florida Bulls,East Carolina Pirates,American,0,1,0,1.04725,1.0055171902668179
8700,East Carolina Pirates,South Florida Bulls,American,1,0,0,1.27075,1.2097325493675635
8701,Texas A&M Aggies,South Carolina Gamecocks,SEC,0,1,0,1.05874,1.1037795943098385
8702,South Carolina Gamecocks,Texas A&M Aggies,SEC,1,0,0,0.87478,0.8496228054126348
8703,Seton Hall Pirates,St. John's Red Storm,Big East,0,1,0,1.04573,1.0449372025084296
8704,St. John's Red Storm,Seton Hall Pirates,Big East,1,0,0,1.27655,1.2023523944400665
8705,Pittsburgh Panthers,Syracuse Orange,ACC,0,1,0,1.21953,1.2617608890351584
8706,Syracuse Orange,Pittsburgh Panthers,ACC,1,0,0,1.18371,1.0514612607691713
8707,Elon Phoenix,Delaware Blue Hens,CAA,0,1,0,1.11473,1.0457571731600008
8708,Delaware Blue Hens,Elon Phoenix,CAA,1,0,0,1.00469,0.9660693760587592
8709,Canisius Golden Griffins,Quinnipiac Bobcats,MAAC,0,1,0,1.10131,1.1320572797123516
8710,Quinnipiac Bobcats,Canisius Golden Griffins,MAAC,1,0,0,1.06534,1.0986785267291734
8711,Florida Gators,LSU Tigers,SEC,0,1,0,0.88348,0.9145961583498736
8712,LSU Tigers,Florida Gators,SEC,1,0,0,0.98696,1.0238677479630023
8713,Maine Black Bears,UMBC Retrievers,AM. EAST,0,1,0,1.06556,1.0439610280040175
8714,UMBC Retrievers,Maine Black Bears,AM. EAST,1,0,0,1.18371,1.1030116987163066
8715,Kennesaw State Owls,Stetson Hatters,ASUN,0,1,0,0.9268,0.8404556944798529
8716,Stetson Hatters,Kennesaw State Owls,ASUN,1,0,0,0.88923,0.7932709406908202
8717,Southern Illinois Salukis,Indiana State Sycamores,MVC,0,1,0,0.89268,0.8889039043777585
8718,Indiana State Sycamores,Southern Illinois Salukis,MVC,1,0,0,1.21269,1.1560139485253549
8719,UNC Wilmington Seahawks,Towson Tigers,CAA,0,1,0,1.3473,1.3014053925550666
8720,Towson Tigers,UNC Wilmington Seahawks,CAA,1,0,0,1.19156,1.18067602496789
8721,Austin Peay Governors,Murray State Racers,OVC,0,1,0,0.81902,0.8423495795469518
8722,Murray State Racers,Austin Peay Governors,OVC,1,0,0,1.33894,1.2817272106642708
8723,Fairleigh Dickinson Knights,Mount St. Mary's Mountaineers,NEC,0,1,0,1.04756,1.0960618338061578
8724,Mount St. Mary's Mountaineers,Fairleigh Dickinson Knights,NEC,1,0,0,1.28834,1.2233806430614742
8725,Dayton Flyers,Duquesne Dukes,A-10,0,1,0,1.03655,0.9180661287499854
8726,Duquesne Dukes,Dayton Flyers,A-10,1,0,0,1.15586,1.1877703854574733
8727,Lipscomb Bisons,Jacksonville Dolphins,ASUN,0,1,0,1.29464,1.1904921117939997
8728,Jacksonville Dolphins,Lipscomb Bisons,ASUN,1,0,0,1.20684,1.1312294063024397
8729,Toledo Rockets,Western Michigan Broncos,MAC,0,1,0,1.41912,1.3680324505456667
8730,Western Michigan Broncos,Toledo Rockets,MAC,1,0,0,1.31799,1.2535732925518048
8731,Buffalo Bulls,Bowling Green Falcons,MAC,0,1,0,1.21874,1.2360604312833854
8732,Bowling Green Falcons,Buffalo Bulls,MAC,1,0,0,0.99004,0.9700877646292584
8733,Kent State Golden Flashes,Ohio Bobcats,MAC,0,1,0,1.07875,1.0091388728724686
8734,Ohio Bobcats,Kent State Golden Flashes,MAC,1,0,0,0.86579,0.8203994879543558
8735,Niagara Purple Eagles,Rider Broncs,MAAC,0,1,0,1.14682,1.1892050561648748
8736,Rider Broncs,Niagara Purple Eagles,MAAC,1,0,0,1.11869,1.009310116152301
8737,Saint Peter's Peacocks,Fairfield Stags,MAAC,0,0,1,0.87689,0.889603789247978
8738,Fairfield Stags,Saint Peter's Peacocks,MAAC,0,0,1,1.17157,1.2100683170045505
8739,App State Mountaineers,Georgia State Panthers,Sun Belt,0,1,0,0.67907,0.76196941441367
8740,Georgia State Panthers,App State Mountaineers,Sun Belt,1,0,0,1.3798,1.3196686168315244
8741,Missouri Tigers,Vanderbilt Commodores,SEC,0,1,0,0.89916,0.8663918269735913
8742,Vanderbilt Commodores,Missouri Tigers,SEC,1,0,0,1.28684,1.1574526878024844
8743,Penn State Nittany Lions,Northwestern Wildcats,Big Ten,0,1,0,0.70628,0.6268047213272222
8744,Northwestern Wildcats,Penn State Nittany Lions,Big Ten,1,0,0,1.10816,1.0803820413369747
8745,Nevada Wolf Pack,Boise State Broncos,Mountain West,0,1,0,0.75578,0.8208235495746473
8746,Boise State Broncos,Nevada Wolf Pack,Mountain West,1,0,0,1.24464,1.1987973735635264
8747,Louisiana Tech Bulldogs,Old Dominion Monarchs,CUSA,0,1,0,0.90151,0.9926494691583294
8748,Old Dominion Monarchs,Louisiana Tech Bulldogs,CUSA,1,0,0,1.22229,1.2566811119808592
8749,IU Indianapolis Jaguars,South Dakota Coyotes,Summit,0,1,0,1.04979,1.0181742692342275
8750,South Dakota Coyotes,IU Indianapolis Jaguars,Summit,1,0,0,1.29035,1.2866792665798679
8751,Purdue Fort Wayne Mastodons,North Dakota State Bison,Summit,0,1,0,1.11274,1.1343948976076292
8752,North Dakota State Bison,Purdue Fort Wayne Mastodons,Summit,1,0,0,1.25916,1.2035031513839887
8753,Sacred Heart Pioneers,Central Connecticut Blue Devils,NEC,0,1,0,1.0343,0.974367674639192
8754,Central Connecticut Blue Devils,Sacred Heart Pioneers,NEC,1,0,0,1.09832,1.0615628949387388
8755,George Washington Revolutionaries,Richmond Spiders,A-10,0,1,0,0.94268,1.0021308934467252
8756,Richmond Spiders,George Washington Revolutionaries,A-10,1,0,0,1.11835,1.141460833539144
8757,Rhode Island Rams,George Mason Patriots,A-10,0,1,0,1.14771,1.10828941885801
8758,George Mason Patriots,Rhode Island Rams,A-10,1,0,0,0.93965,0.996259714075498
8759,Norfolk State Spartans,Coppin State Eagles,MEAC,0,1,0,1.43229,1.3942094197392518
8760,Coppin State Eagles,Norfolk State Spartans,MEAC,1,0,0,1.15519,1.1739894090220906
8761,Drexel Dragons,Northeastern Huskies,CAA,0,1,0,1.06382,1.101421185521285
8762,Northeastern Huskies,Drexel Dragons,CAA,1,0,0,1.19815,1.1423431708633898
8763,St. Francis (PA) Red Flash,St. Francis Brooklyn Terriers,NEC,0,1,0,0.94953,0.9834033982458183
8764,St. Francis Brooklyn Terriers,St. Francis (PA) Red Flash,NEC,1,0,0,1.18046,1.201757466336577
8765,Robert Morris Colonials,Bryant Bulldogs,NEC,0,1,0,1.364,1.3209606784578232
8766,Bryant Bulldogs,Robert Morris Colonials,NEC,1,0,0,1.22508,1.2090893807120657
8767,Charleston Southern Buccaneers,Campbell Fighting Camels,Big South,0,1,0,1.37567,1.3258452373287213
8768,Campbell Fighting Camels,Charleston Southern Buccaneers,Big South,1,0,0,0.88408,0.7936145399217932
8769,San Francisco Dons,Pepperdine Waves,WCC,0,1,0,0.9626,0.980193214936665
8770,Pepperdine Waves,San Francisco Dons,WCC,1,0,0,0.94253,0.879806275220103
8771,Eastern Washington Eagles,Northern Arizona Lumberjacks,Big Sky,0,1,0,1.02973,1.0362877065562928
8772,Northern Arizona Lumberjacks,Eastern Washington Eagles,Big Sky,1,0,0,1.10719,1.0243532816398484
8773,Morgan State Bears,North Carolina Central Eagles,MEAC,0,1,0,1.08201,1.1988661936051517
8774,North Carolina Central Eagles,Morgan State Bears,MEAC,1,0,0,1.32446,1.2976820052995266
8775,Florida A&M Rattlers,Bethune-Cookman Wildcats,MEAC,0,1,0,0.94306,0.9707422035526896
8776,Bethune-Cookman Wildcats,Florida A&M Rattlers,MEAC,1,0,0,1.05086,0.9626926972254899
8777,New Hampshire Wildcats,UMass Lowell River Hawks,AM. EAST,0,1,0,1.34546,1.3695708329420195
8778,UMass Lowell River Hawks,New Hampshire Wildcats,AM. EAST,1,0,0,1.06365,1.1149922566253507
8779,Wagner Seahawks,Long Island University Sharks,NEC,0,0,1,0.96869,0.9851427800693886
8780,Long Island University Sharks,Wagner Seahawks,NEC,0,0,1,0.76117,0.7430868606036904
8781,Radford Highlanders,UNC Asheville Bulldogs,Big South,0,1,0,1.13422,1.1171539435625457
8782,UNC Asheville Bulldogs,Radford Highlanders,Big South,1,0,0,0.98764,0.9398837069223521
8783,VMI Keydets,Western Carolina Catamounts,Southern,0,1,0,1.29236,1.2106346722757275
